1.648002330283311889e-01,1.056288737707498093e+00
-5.886240591406373124e-01,3.439108231832892493e-01
7.142891274964802140e-01,1.155831908259847607e+00
1.543791971349035841e-01,5.776197645721513618e-01
6.555727827869413105e-01,1.206435885068663394e+00
-2.019277551083241473e+00,-6.693068440933737095e-01
-1.633214977524300449e-01,-6.988897073442484897e-01
-5.091733873548098810e-01,1.408841756721892491e+00
3.447417788773664005e-01,8.285400973239827049e-01
-1.596518527563033085e-01,-2.223150741925977170e-01
4.803356984157767795e-01,-1.356626979156206669e+00
-1.047434219354303142e+00,4.764203490510605099e-01
-8.475213538078716358e-01,-5.503040173298234805e-01
6.070829999062188342e-01,3.391685782312752750e-01
-1.528150447539892154e-01,-5.711761749814405764e-01
4.112260114684120893e-01,2.038222601214322971e+00
1.267683629063125927e+00,-1.223041047452981145e+00
3.425296239959962352e-01,-7.316020322255311070e-01
-8.035925682548910043e-01,-2.133044821493995935e-01
1.804261240036198616e-02,-8.645935240072819550e-01
9.258382722604222570e-01,-9.272805281938559796e-01
2.591654221630863564e-01,-1.750871562537823500e+00
-4.129065733738840338e-01,2.081596308860687583e-01
-8.409625614335654031e-01,2.671843067135957761e-01
1.141775915778233230e+00,4.832352706950823196e-01
-6.658757194755838826e-01,-1.360068745522040823e+00
-2.226218202233890830e-01,9.236770237266350714e-01
9.645068397536288307e-01,-1.156914716900329099e+00
4.532243989010732999e-01,-5.854457490750447635e-01
5.096696853035265207e-01,-6.442976389817970384e-01
4.890641103582234472e-01,-1.456442373527371825e-01
9.618137689050247907e-01,2.678092412232694897e-01
2.178103590594621108e-01,-1.526381390682371164e-01
-1.917524510880193878e-01,-1.492883529904014850e+00
-2.784675740882719668e-03,2.461118416072393678e-01
-6.033903769154150831e-01,6.121032103580077433e-01
2.202569763180632467e+00,2.261128458178611300e+00
3.698332103758797396e-01,8.474290409471618712e-01
2.743257798949129689e-01,7.974017635642792756e-01
4.700476861713038385e-02,-6.522165594068612959e-02
6.297910398951728217e-01,1.235342402470576806e+00
-2.753452882085364317e-01,8.713830718258045588e-03
6.751355861803367553e-01,-3.715538889799665512e-01
-6.995937323696328480e-01,3.757446881993965065e-02
-1.291516926778247587e+00,6.116272171328095419e-01
8.828381698146595680e-01,4.720232572842669727e-01
4.398127028294303575e-01,-8.197771474341256637e-01
-8.626177588825826303e-01,-2.670386410423020163e-02
-2.852637081910071037e-01,4.225820513067204964e-01
-5.902185831173755171e-01,-6.628071460102877843e-01
-1.720644906218876113e-01,5.671560906173298694e-02
-5.919622955821430832e-01,-9.932954705044866328e-02
-1.931486205501100895e-01,-6.407400750018305002e-01
5.352961827610159817e-01,-1.905918616628121232e+00
-1.035142280161766570e-01,1.523672201444359053e-01
1.073976424660079143e+00,2.335467524534653727e-01
1.015036147462820448e+00,-1.824960353148119552e-01
1.206062104063578611e+00,8.812885793189024763e-01
3.865608036783704238e-01,8.030357729691054436e-01
-1.334350727674252557e+00,1.439617876147843756e+00
6.577034985202485917e-02,-1.289346481211577800e+00
-7.659138096131789392e-03,-7.608649507757341279e-01
-1.073056056363716204e-01,-1.373672177479202117e-01
-7.854233340345162517e-01,6.971066128231121484e-01
-3.553227695985771706e-01,1.314294700656634951e-01
7.696148047373562173e-01,-4.074963782089310871e-01
-1.085574652064249301e+00,1.383966125265940761e+00
-2.357612205022677487e-01,4.792901630332067620e-01
-7.757793699112059960e-01,-9.898188088404069607e-01
-8.051414369322087428e-01,7.007101786486357176e-01
-4.084087066006877875e-01,-1.147763365939347358e+00
5.157040268541872585e-01,-8.306511712323062513e-01
5.751163319846472888e-01,-8.729024264442532266e-02
6.541204771950658303e-01,1.158689681697300466e+00
1.077364522604779343e-02,-7.325057344931424907e-01
1.117197914999659591e+00,1.176461536560279297e+00
1.797462777787938171e-01,2.825500792995199184e-01
-8.300797009000996374e-01,1.649855157985250301e-02
-8.260010659128081967e-01,-4.299981955252671351e-01
-6.691692346982641704e-02,1.213168230332088704e-02
3.649405385722800932e-02,-1.643626119081781134e+00
4.873982627024829317e-01,7.235018257534628905e-01
-5.051844488491427088e-01,-5.877491160964377209e-02
-1.037824930679393631e+00,2.118316814154667327e+00
-4.532000450819009263e-01,5.788217862340469533e-02
1.527044291709643044e-02,-1.694995271341389387e+00
-4.725762806389077753e-01,4.843838047926058432e-01
8.301704690013067545e-01,-1.699772782397211135e-01
1.116472245114253470e+00,-7.878754802433440840e-01
1.060810773528101603e+00,1.494763328551164117e-01
-1.841252237887786025e-01,1.086728795554284810e+00
-7.219591851862025567e-02,1.282904881752656712e+00
3.840954161194793381e-01,8.392725257462995136e-01
-6.318934491586589708e-01,3.799819456095718806e-01
1.657536560829174554e+00,-1.877855455162894316e+00
2.110783317334759435e+00,1.175611557698949206e+00
-6.928925376583279228e-01,1.142149705520896008e+00
1.176373249933537313e+00,4.531770670998277462e-01
-2.155853834200920430e-02,1.481679965840100754e+00
5.576190901546368428e-01,6.428011187397365545e-01
9.475577828596445373e-01,-9.434675888102734831e-01
1.630414261124991437e+00,6.395930243289386086e-01
9.179009551359585961e-01,-4.414291908077745408e-01
4.689914985441435147e-01,-4.037587063950473509e-01
-5.941039690863694211e-01,3.989818764347939917e-01
8.191710583546935043e-01,-1.852457051170473212e+00
1.448866234274539977e+00,1.312411686728959470e+00
-4.906988674676707185e-01,-1.172412818499297016e+00
3.851116649860182872e-01,-9.781518410891882898e-01
1.462496598552500693e+00,3.705759600190899894e-01
-7.322746737252839866e-01,-3.513692823279373351e-02
-5.965238936348179477e-01,9.821561823534320779e-02
8.068303884829537698e-02,-4.622600045846093630e-01
3.721066227776249069e-01,-1.537115357111539682e+00
6.731268077361416413e-01,4.052779089562466575e-01
3.143676036072192703e-01,-1.149061564627076315e+00
7.388723289912116909e-01,-3.393886902518153947e-01
8.110937431165866629e-01,-4.489272742162725427e-01
-4.201405596622418415e-01,1.646922097563374987e-01
-7.161352761871236927e-01,-2.955786478555156097e-02
-6.777422316138494163e-02,5.688413097481797021e-01
1.970489973247973481e+00,6.779516753822872888e-01
-2.467758586419558642e-01,1.048861189659348492e+00
2.185532146910871276e-01,6.136043544051199561e-01
1.510019502469931219e+00,5.182322831571303245e-01
1.063825509448955431e-02,-3.246045558431709943e-01
4.237191328957986558e-01,-8.139115380519112986e-01
-3.456025259463597066e-01,4.983296212691347704e-01
-3.011246868291267975e-01,-1.199604128346802190e+00
5.309116373621559637e-01,1.027107333747156126e+00
1.848795887553576767e-01,-1.921720518831747382e-01
1.123040479958350657e+00,-4.029579151760742661e-01
4.571945428233567532e-01,2.031355571278978811e-01
4.667429589417984755e-03,-6.181305341271973175e-01
6.423700156934218919e-01,-7.610394687796584456e-01
-1.453611981598699199e+00,3.163952960977644002e-01
5.846617830814473254e-02,6.950793730733858533e-01
-3.664736739736978999e-02,8.811913117312499821e-01
-2.865142069584264428e-01,4.801996523215615320e-01
-1.895826298479108551e-01,6.030777674719271092e-02
5.781143243106895424e-01,-6.691668301214751535e-01
-1.332742008906782627e-01,-1.301320474603957222e-01
6.259895579674605859e-01,5.988846523166543312e-01
8.745905144542390208e-02,6.928316193294989933e-01
-3.765097252022694269e-02,-5.914147895435172275e-01
-4.432000582147716528e-01,1.488082026969995801e-02
4.626106121995422482e-01,-2.302925911750431931e-01
6.619166321155826038e-01,1.768760349126059950e+00
